"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1991"",4.247,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1992"",4.549,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1993"",3.318,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1994"",4.907,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1995"",4.598,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1996"",4.74,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1997"",4.651,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1998"",4.507,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1999"",4.649,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2000"",4.858,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2001"",4.81,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2002"",4.771,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2003"",4.24,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2004"",4.65,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2005"",4.819,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2006"",4.592,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2007"",4.719,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2008"",4.913,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2009"",4.728,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2010"",4.76,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2011"",4.924,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2012"",4.981,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2013"",4.94,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2014"",4.963,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2015"",5.071,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2016"",5.238,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2017"",5.148,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2018"",5.059,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2019"",5.157,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2020"",5.166,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2021"",5.296,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2022"",5.299,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2023"",5.302,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2024"",5.306,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2025"",5.31,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2026"",5.313,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2027"",5.317,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2028"",5.321,"
"JPN,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2029"",5.324,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1990"",4.505,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1991"",4.456,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1992"",4.608,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1993"",4.182,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1994"",4.589,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1995"",4.447,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1996"",5.072,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1997"",5.178,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1998"",4.813,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1999"",4.936,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2000"",4.934,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2001"",5.092,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2002"",4.678,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2003"",4.381,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2004"",4.994,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2005"",4.867,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2006"",4.899,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2007"",4.639,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2008"",5.176,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2009"",5.318,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2010"",4.815,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2011"",4.947,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2012"",4.718,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2013"",5.08,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2014"",5.2,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2015"",5.413,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2016"",5.389,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2017"",5.264,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2018"",5.244,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2019"",5.257,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2020"",5.337,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2021"",5.439,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2022"",5.525,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2023"",5.598,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2024"",5.587,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2025"",5.587,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2026"",5.594,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2027"",5.607,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2028"",5.624,"
"KOR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2029"",5.839,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1990"",2.667,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1991"",2.714,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1992"",2.857,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1993"",3.216,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1994"",2.809,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1995"",3.088,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1996"",2.997,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1997"",2.73,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1998"",2.977,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1999"",2.909,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2000"",2.967,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2001"",4.258,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2002"",4.503,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2003"",4.551,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2004"",4.465,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2005"",5.065,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2006"",4.786,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2007"",4.154,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2008"",4.462,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2009"",4.85,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2010"",5.19,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2011"",5.096,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2012"",5.623,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2013"",5.425,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2014"",5.712,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2015"",5.808,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2016"",6.135,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2017"",6.39,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2018"",6.285,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2019"",6.132,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2020"",6.208,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2021"",6.297,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2022"",6.383,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2023"",6.472,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2024"",6.561,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2025"",6.651,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2026"",6.74,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2027"",6.829,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2028"",6.919,"
"MEX,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2029"",7.009,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1990"",3,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1991"",2.85,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1992"",3,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1993"",3,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1994"",2.927,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1995"",2.4,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1996"",3.055,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1997"",3,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1998"",3.15,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1999"",3.139,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2000"",3.627,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2001"",3.661,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2002"",3.612,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2003"",3.434,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2004"",4.2,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2005"",4.24,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2006"",4.218,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2007"",4.145,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2008"",4.541,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2009"",4.668,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2010"",5.212,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2011"",5.433,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2012"",4.411,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2013"",4.883,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2014"",4.586,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2015"",4.763,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2016"",4.755,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2017"",4.932,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2018"",4.904,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2019"",5.087,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2020"",5.164,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2021"",5.231,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2022"",5.29,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2023"",5.359,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2024"",5.439,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2025"",5.519,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2026"",5.6,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2027"",5.682,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2028"",5.765,"
"TUR,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2029"",5.848,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1990"",4.314,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1991"",4.469,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1992"",4.473,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1993"",4.301,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1994"",4.651,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1995"",4.384,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1996"",4.774,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1997"",4.601,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1998"",4.417,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1999"",4.576,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2000"",4.898,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2001"",5.068,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2002"",5.133,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2003"",5.204,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2004"",5.454,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2005"",5.185,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2006"",5.345,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2007"",5.628,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2008"",5.333,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2009"",5.534,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2010"",5.239,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2011"",5.505,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2012"",5.807,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2013"",6.001,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2014"",5.916,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2015"",5.816,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2016"",5.639,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2017"",5.866,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2018"",6,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2019"",6.021,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2020"",6.298,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2021"",6.374,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2022"",6.39,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2023"",6.425,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2024"",6.456,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2025"",6.484,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2026"",6.541,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2027"",6.589,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2028"",6.636,"
"USA,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2029"",6.708,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1990"",2.488,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1991"",2.752,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1992"",3.535,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1993"",2.953,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1994"",2.93,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1995"",3.422,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1996"",3.474,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1997"",3.642,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1998"",3.248,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""1999"",3.899,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2000"",3.251,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2001"",3.876,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2002"",3.91,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2003"",3.671,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2004"",4.26,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2005"",4.089,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2006"",4.802,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2007"",4.462,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2008"",4.663,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2009"",4.619,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2010"",3.92,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2011"",4.618,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2012"",4.53,"
"ARG,""CROPYIELD"",""RICE"",""TONNE_HA"",""A"",""2013"",4.569,"
