"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"CAN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2019"",8.838755824,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1986"",75.971168579,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1987"",80.629730266,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1988"",75.06220193,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1989"",71.560168282,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1990"",72.559994164,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1991"",77.430858295,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1992"",71.719787079,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1993"",67.547014705,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1994"",61.363675323,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1995"",56.391559703,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1996"",60.720555889,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1997"",61.065723642,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1998"",69.010636268,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1999"",68.434777004,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2000"",66.050530039,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2001"",60.947516644,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2002"",65.072278152,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2003"",64.005900569,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2004"",66.646912669,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2005"",67.144384335,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2006"",64.149778542,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2007"",53.264857377,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2008"",50.74603554,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2009"",48.408837278,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2010"",44.337492354,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2011"",43.822818618,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2012"",44.972009127,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2013"",41.449915044,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2014"",50.497958841,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2015"",57.133614976,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2016"",59.846884186,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2017"",58.957582189,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2018"",57.044460352,"
"ISL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2019"",54.625109447,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1986"",59.12516778,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1987"",57.49351428,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1988"",55.503257679,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1989"",51.675098798,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1990"",45.743420773,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1991"",45.092265226,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1992"",51.683807895,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1993"",51.75400339,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1994"",57.655225067,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1995"",56.776643982,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1996"",52.206131709,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1997"",48.021888284,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1998"",51.141483694,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1999"",55.077139291,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2000"",55.752745284,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2001"",52.556275296,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2002"",52.474364848,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2003"",52.521315842,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2004"",49.323352796,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2005"",48.96464782,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2006"",47.320210901,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2007"",43.152394029,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2008"",43.862188054,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2009"",43.804115135,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2010"",49.169545705,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2011"",45.729533362,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2012"",49.019131436,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2013"",44.499537738,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2014"",41.035933742,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2015"",37.621995072,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2016"",41.228430164,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2017"",41.830695036,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2018"",41.203661028,"
"JPN,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2019"",41.302245272,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1986"",64.817766403,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1987"",67.654531113,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1988"",74.420063962,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1989"",74.35491202,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1990"",73.852746823,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1991"",74.562685201,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1992"",73.234114862,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1993"",73.472602975,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1994"",74.120299186,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1995"",74.514076617,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1996"",65.852284887,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1997"",64.49836678,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1998"",57.096728809,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1999"",66.019836627,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2000"",66.98035788,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2001"",57.693059539,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2002"",58.037591276,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2003"",56.283302399,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2004"",61.906645701,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2005"",60.617056873,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2006"",59.472902031,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2007"",57.220100532,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2008"",47.471045415,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2009"",52.777313541,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2010"",47.074487078,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2011"",52.124218751,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2012"",50.160856944,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2013"",48.652413975,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2014"",45.63410109,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2015"",47.611131581,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2016"",44.300118996,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2017"",47.228293237,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2018"",50.360597895,"
"KOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2019"",46.122981557,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1991"",28.453221215,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1992"",31.620912259,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1993"",32.454523003,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1994"",22.038381711,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1995"",-4.524686075,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1996"",4.276617137,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1997"",14.348429579,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1998"",17.359092079,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1999"",18.852946856,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2000"",25.964704394,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2001"",21.106509343,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2002"",28.645061596,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2003"",20.712178014,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2004"",14.391043923,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2005"",15.773228128,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2006"",13.581870261,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2007"",13.989924842,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2008"",12.699136156,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2009"",12.256583473,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2010"",13.108980708,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2011"",12.135233788,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2012"",11.760268014,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2013"",9.9756246026,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2014"",10.542113872,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2015"",10.9194517,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2016"",8.9757173901,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2017"",9.51413116,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2018"",10.229636864,"
"MEX,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2019"",8.5407736126,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1986"",19.360955517,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1987"",7.6568304895,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1988"",3.3103598912,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1989"",2.0374830032,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1990"",1.9790004136,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1991"",1.4430397627,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1992"",0.9681405974,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1993"",0.7037817425,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1994"",0.9505744107,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1995"",1.1872497414,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1996"",0.7719539327,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1997"",0.8100928193,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1998"",0.7173242779,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1999"",0.701085964,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2000"",0.3534254008,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2001"",0.5681979482,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2002"",0.6232345374,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2003"",0.8963492372,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2004"",0.7644452237,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2005"",1.3951588763,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2006"",0.9508865113,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2007"",0.7056144112,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2008"",0.5069036931,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2009"",0.3366297755,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2010"",0.6284852792,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2011"",0.8278942486,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2012"",0.6869774483,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2013"",0.5856145847,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2014"",0.6960409563,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2015"",0.6440180497,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2016"",0.8759169127,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2017"",0.5423019802,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2018"",0.4369510077,"
"NZL,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2019"",0.7015986418,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1986"",70.648401466,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1987"",72.422901705,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1988"",70.379896895,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1989"",66.483441709,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1990"",72.112366269,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1991"",73.859858723,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1992"",71.48098285,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1993"",70.59620143,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1994"",71.22953678,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1995"",65.440817266,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1996"",66.155312009,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1997"",68.698100991,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1998"",71.817795611,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1999"",72.494757291,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2000"",67.475255433,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2001"",65.974727977,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2002"",73.339006488,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2003"",70.928383076,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2004"",66.384646739,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2005"",66.768372078,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2006"",64.11506204,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2007"",53.608648317,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2008"",57.010580975,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2009"",61.334521057,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2010"",60.153788114,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2011"",56.879002121,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2012"",58.968357636,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2013"",56.692167227,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2014"",58.978637306,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2015"",59.33236038,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2016"",60.738409264,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2017"",59.0132898,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2018"",60.365730192,"
"NOR,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2019"",57.628380285,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1986"",74.746041577,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1987"",77.502729993,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1988"",77.450280317,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1989"",67.535680459,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1990"",70.619542327,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1991"",72.156798435,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1992"",66.465250057,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1993"",70.355886646,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1994"",70.459997203,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1995"",65.201097876,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1996"",64.662794501,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1997"",66.128834864,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1998"",68.499223852,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""1999"",72.068044309,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2000"",67.838277891,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2001"",63.527711768,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2002"",67.769342568,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2003"",67.079029761,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2004"",64.920391027,"
"CHE,""AGRSUPP"",""PSE"",""PC_GFARM"",""A"",""2005"",64.003799327,"
